,text,sentiment
44, Vaya . sim registation korle j 1GB pawa jto oi offr ta ki ekno ache ,0.0
45, Gp bondho sim e kono offer ache ki?? ar thakle koto takai koto mb? ,0.0
46, Grameen bondho songjog...e ki kno offer ase...??? ,0.0
47, Notun sim er price koto? Amar pochonder no ami kivabe pabo? ,0.0
48, GP te ekhon kono valo night pack ache thakle bolen plz ,0.0
49, Vai amar sim a 2 taka 50 mb disha kintu koto daial kanrta hoba ,0.0
50, Gpay te sorbo nimno koto taka dhukano jabe? ,0.0
51, Ey offer ki puraton ba notun duto sim ey pawa jabe??? ,0.0
52, Vaiya Wow box a token offer gulo abar kobe dewa hobe ??? ,0.0
53, porichito bondo sim er kono offer ase ki?? ,0.0
54, 5 tk te 500 mbr offer ti ki ekhon k ace ? ,0.0
55, Gp bondho connection a Internet r ki offer ache?? ,0.0
56, Postpaid sim ke prepaide poriborton kora jabe ki bolben ,0.0
57, *121*19 dile kore gp er kon packeg jonno 1gb 9tk te ,0.0
58, Gp ar bondho sim e 8 gb r offer ta ki nai? ,0.0
59, amr sim e 5 tk 500 mb paoa jabe ki na.. kivabe bujhbo ,0.0
60, GP bondo SM ar offer ta ektu bolan... ,0.0
61, Gp te ki SMS er kno bundle ase ,0.0
62, gp bondho sim er ki kono mb er offer ase. ,0.0
63, Bondo sim a ke kno offer aca. ,0.0
64, Akhon bondho sim a ki offer ase??? ,0.0
65, ami akta nite chai 3000 takar modhe ,0.0
66, Taka ni ke dia nebo ,0.0
67, gp modem ar jonno ki offer ace??? ,0.0
68, vai gp te 100 sms kine koto diye plz aktu bolben ,0.0
69, Bondho sim e kono offer ace ki?? thakle kivabe dekhte hobe onno number theke? ,0.0
70, aree vai grameen onno sob sim e 5 takay 500 mb offer ase but amar sim e ase na keno ,0.0
71, Nid Card nei BT amake Gp sim kintei hobe kew nid card diye sim kine dilo na. sim kiner jonno ki onno kono option ase ,0.0
72, 49 tk flaxiload korle ki 1gb internet pabo? ,0.0
73, gp te rat a net use korar ki ki pack ase ,0.0
74,Ami ekta new GP sim kine felsi...Ar ami 100tk recharge kore felsi bhule...,0.0
75,Ekon ki New sim er Ar kunu offer ase ...?,0.0
76, Amr phone wowbox ta open hoy na kno plz aktu bolen ,0.0
77, @Shakil Ahmed .  Amader   Emergency Balance   service e balance er limit apnar monthly usage er upor depend kore change hoye thake BDT 11 theke BDT 200 porjonto. Apnar number ti theke koto taka emergency balance avail korte parben jante kindly *577*12# Free dial korun. ,0.0
78,Amader ei offer ti app update deyar 48 hour er moddhoe apni peye jaben. ,0.0
79,Apnar SIM ti 365 din bondho thakle SIM er malikana poriborton hoye jabe. ,0.0
80, jodi aro age off thake tahole ,0.0
81,Dukkhito .  apnar somossa ti amader kache clear hocche na. Kindly clear kore bolun. ,0.0
82,Amader ei app ti install korar 48hour er moddhe peye jaben.  ,0.0
83, Apnader je handset prothm market a ashe seta ki nirdisto somoyer porobortite market theke uthai den?? ,0.0
84, ami simti 7 bosor age sirajdikhan hote registration korsi. sei kagos potro ase amar kase. ami ki akhon gp sim ti riples korte parbo. ,0.0
85, unlimited internet pakage ase naki ,0.0
86,jodi take tahole bistarito janaben plz... ,0.0
87, Gp sim a free FacebookMessenger use kora jay ki? Jodi jay tobe seta kivabe korte hobe bolben pls ,0.0
88, Wifi router er price koto and ctg kothai pawa jabe??? ,0.0
89,Dhonnobad .  apnar motamot ti share korar jonno. ,0.0
90, Bondho sim chalu korle kono offer ase ki thakle bolen ,0.0
91, Koto tk recharge korlea 28day er sob thakea kom tk koto mb pabo ,0.0
92, gp bondho sim offer pabo ki na check dibo kivabe ,0.0
93, bondhu package 9 tk te 1 gb neoya jacce na kano? ,0.0
94, Gp bondo sim koy taka recharge kora lagbe r koy gb Internet pawa jabe ,0.0
95, *111*10*6# ei nambar dial kore age sms kinechi ekhon dial korle dekhai wrong keyword.kal theke e problem hocche. ,0.0
96, vai ami akta gp sim aro koeak 3mas er beshi mas age kine ???????????? kore r use korinay .  . akhn jodi ami ota on kori internet er ki offer pete pari . plz janaben... ,0.0
97, 4000 a voice search korte parsi na kan??? ,0.0
98,Dukkhito .  amader ekhon ei dhoroner kono offer nei. ,0.0
99, ????? ? SMS ??? ??? ?? Ei offer ti apnar package er jonno projojjo ,0.0
100, @Arafat Momin .  Notun SIM e 34 taka recharge kore apni ekti special call rate upovhog korte parben. ,0.0
101, @Muhammadi Rahman .  Eti amader regular kono offer noy Apni message peye thakle offer ti nite parben. ,0.0
102, @Dear .  Amader   GP Music   service ti bondho kore nite nicher process ti follow korun,0.0
103, @Sohanur Rahman .  Bortomane amader e dhoroner regular kono offer nei. ,0.0
104, Jongi ar prothom alor dalal.Bangladesh k je tothakothito sadhin bole ,2.0
105, @Dear .  Bortomane amader e dhoroner regular kono offer nei. Apni message peye thakle offer ti nite parben. ,0.0
106,Ei offer ti somporke aro jante kindly ei link httpwww.gr ,0.0
107,Apnar number ti ei offer er jonno eligible kina jante OctSpace017XXXXXXXX likhe p ,0.0
108, @ Dear Customer .  Dukkhito .  bortomane amader ei rokom kono regular offer nei. Tobe apni jodi   GP Offer   theke emon kono SMS peye thaken .  tahole kindly SMS ti follow korar jonno onurodh korchhi. Apnar SIM er jonno deya nirdishto offer somporke jante doya kore dial korun *121#. ,0.0
109, nimno koto tk y 30 din barano jabe details bolen pls ,0.0
110, @John .  dukkhito .  amader emon kono regular offer chalu nei. Apni SMS pele sheta onushoron kore offer ti nite parben. ,0.0
111, 16 minutes er offer ti nite ki dial krte hobe? ,0.0
112, @?????? .  apni minute pack diye super FnF e kotha bolte parben. ,0.0
113, @Asik .  dukkhito .  amader emon kono regular offer chalu nei. Apni SMS pele sheta follow kore offer ti nite parben. ,0.0
114,Ei offer ti somporke aro jante kindly ei link httpwww.grameen ,0.0
115, Seta jani but ami free mb kotha bolci plz free mb pawa jabe kivabe ,0.0
116,Apnar number ti ei offer er jonno eligible kina jante OctSpace017XXXXXXXX li ,0.0
117, ami 5 taka diye 500 mb kinci .  meyed holo 7 din .  akon 5 din holo ami r messenger sara r kicho use korte partacina atar karon ki janan???? ,0.0
118, Gp sim a bortoman olpo taka te beshi minite kenar kono big offer ace ki ,0.0
119, Flexiplan app ta update dewar 12 hours hoye gelo but 49mb pelam na keno? ,0.0
120, thanks ami DataEye app ti paisi and sorry acca ata ta ki coc ar onno id connected cora jai na ,0.0
121,Dukkhito ei app tir bishoye amader ekhan theke kono tottho die shohayota kora shomvob hocche na. ,0.0
122, mean ai 15 mb dai jodi ami amir coc ar onno id ta jeta chi taholi jao jeba ki ,0.0
123, ami 89 tk recharge kote 1gb nile taka ki kete niye jabe na account e thakbe??? ,0.0
124, gp ar bondho sim ar kono offer ache ki????thakle janaben plz. ,0.0
125, Notun prepaid Grameenphone sim er daam koto r ki offer ase ,0.0
126, sorbonimno koto takay 1 week er jonno 1gb internet newa jabe???? ,0.0
127, 12 takar mb pack ekta ace na oitar jonno koto dail korte hoi ,0.0
128, gp te free messenger ki off hoye gese? ,0.0
129, Free mb ki pabo na.?? ,0.0
130, Grameen Sim A Khub Kom rete kotha bolte hole ki korte Hobe bolun plzzzzzzzzz Vaiya? ,0.0
131, gp to gp taka transfer kore kivabe kew ki jano? ,0.0
132, Gp modem price koto r shate ki gp sim free ase naki kindly janan ,0.0
133, sir .  amar sim registration hoice ki na seta kivabe bujbo........?????? ,0.0
134,Ami ki ki offer pabo...data offer ki paoa jabe ki... ,0.0
135, 29 taka 2gb offer ta ki asay????night pack ar offer ta???? ,0.0
136, ami tk lod korle mb kina hoy jy .  .  .  mb offer calu kora .  .  .  plz bolben ki kore oto mb bondo kora jy .  .  .  .  ,0.0
137, Hi vaiya Grameen Sim a ki korle khub kom rete kotha bola jabe? ,0.0
138, @Tuhin Islam .  Apnar number ti theke ei eki offer ti punorae meyad thaka kalin shomoy active korle apnar bortoman data er sathe notun data add hoye jabe. Ekhetre .  apni maximum vailidity enjoy korte parben. ,0.0
139, @Shaon Khan . Apnar number ti theke ei eki offer ti punorae meyad thaka kalin shomoy active korle apnar bortoman data er sathe notun data add hoye jabe. Ekhetre .  apni maximum vailidity enjoy korte parben. ,0.0
140, Ai Mb ki *566*10# Diye cheak kora jai,0.0
141,Apnar number ti ei offer er jonno eligible kina jante OctSpace017XXXXXXXX ,0.0
142, Are vai ami vot fm ar niomito srota. Ato din theke sune assi Kinto kono din voy painai ,0.0
143, eta kothay theke kina jabe ,0.0
144, @Ral Jibn  .  Dhukkhito .  amader ei handset ti ekhon available nei. ,0.0
145, 01768523742 ei number app ti use kori...plz ektu deakhen ki problem.....plz ,0.0
146,Apnar number ti ei offer er jonno eligible kina jante OctSpace017XXXXXXXX l ,0.0
147, Imo r whats app use kora jabe ei pack ta diye?? or only fb?? ,0.0
148, social pack ta ki kore nai. #raz ,0.0
149, social pack ta diye ki only fb use korte parbo? ,0.0
150, @Musa .  Ei service tir jonno amader website ti visit korun. ,0.0
151, @Rafiul .  Dukkhito ei bishoye kono tottho die sohojogita korte parchi na. ,0.0
152,Apnar number ti ei offer er jonno eligible kina jante OctSpace017XXXXXXXX likhe pathiye ,0.0
153, Service ta to onek din theke e off Ato slow kaaj korle to cholbena ,2.0
154, @Ayesha .  Ei bishoye bistarito totther jonno amader website ti visit korun. ,0.0
155,Apnar number ti ei offer er jonno eligible kina jante OctSpace017XXXXXXXX likhe pathiy ,0.0
156,Dukkhito .  amader ekhon sokol SIM 3G jodi apnar SIM ti 3G na hoye thake tahole nikotostho amader nijessho customer care theke sompurno free te SIM replace kore nite paren.,0.0
157,Dukkhito .  amader ekhon ei dhoroner kono package nei. Amader package gulo somporke jante kindly amader website visit korun. ,0.0
158,Dukkhito . Ei rokom kono feature bortomane amader cholcche na. ,0.0
159, ami to akbar nea r nite parsina  ,2.0
160, flexiplan er gift option kaj kore na kno??,0.0
161, Accha bhai ame ekta gp recharge card kenlam but seta recarge korte partese na ke bhabe korbo ,0.0
162, Onek valo laglo......ashole manusher issa shokti e shob ,0.0
163, Gp bondho sim er kono internet offer ache?? ,0.0
164, New sim a ki lmo khulte hoy na agerta diye hobe. ,0.0
165, Off sim a Internet er kono offer ache ki? ,0.0
166, 1 taka theke 10 porgonto takar akti darun internet offer din. ,0.0
167, gp bondo sim a ki kuno offer ache? ,0.0
168, sim ta 3 g korar system ta ki vi.kindly jodi boltan. ,0.0
169, flexiplan chara ki onno kono upaye sms gift kora jabe? ,0.0
170, gp te naki 1takai 100 mb paoa jacche..offer ti kivabe nei ,0.0
171, gp ta bondo sim a offer asa ki ,0.0
172, bondho offer 500mb kore koto bar neya jabe? ,0.0
173, 5 tk 500 mb ki sobar jonno r aita koybar kina jabe ,0.0
174, 2gb night pack er code ta din plz. ,0.0
175, sms kivabe kine jodi keu janen plz janaben ,0.0
176, pc er jonno unlimited kono internet pack nai ,0.0
177, mb to kina jay na ,0.0
178, gp te kom takai mb er ki ki offer ase? ,0.0
179, Bondho sim er kno offee ase ki? ,0.0
180, BRO 5tk dia 500akhon Ki kina jai na ,0.0
181, gp bondho sim e ki kono data offer ache???? kindly janaben ,0.0
182,Amader ei offer ti meyad ses e use kora jabe na. ,0.0
183, vai ami r apnader sim use korbo nah jodi ans na dan ,2.0
184, gp te 49 takay 2gb night pack ta kotote dial korle paoya jay vai? ektu taratari bolle valo hoto ,0.0
185, gp te bondho 5 tk 500 mb offer ta ki ase??? ,0.0
186, sim ta 3G korar system ta ki please keu janle bolben.... ,0.0
187, flexiplan gift options ti koto din por chalu hobe janaben please ,0.0
188,echara bondu ba always open sim e ki kono offar cholce?? ,0.0
189,Bondho sim a 5tk diye 500mb total koto bar neya jabe . ,0.0
190, hello sir.good morning... Help me please.... Amr bondhu der sobar Gp sim e 4.99 tk 500 mb ase 7 diner jonno.kintu amr ase na kano... ,0.0
191, @RH Badon .  Apni ekhan theke jekono 1 ti select kore apni ki dhoroner pack chacchen ta nite paren. ,0.0
192, sir ami akhan theke je kono akta active korar porar por ki ami 500 mb kinte parbo. ,0.0
193, vai amar akta gp sim asa kinto taka basi kata tai taka vorina but kom khorosa ja kono nambara kotha bola jabona jodi bola jai tahola ajibon ak sim us korbo plezz bolban ,0.0
194, Ami amr gp sim ar call list ta Dakte hole kon app ta download korte hobe...,0.0
195, ami sms kinte cai kintu ki vabe kinbo ,0.0
196,Dukkhito .  Apnar query ti amader kache clear na.Onugroho kore bistarito bolun. ,0.0
197,Dukkhito eti amader regular kono offer na .  tobe GP OFFER theke SMS peye thakle se onujaiee nirdeshona onushoron korle offerti pete paren. Esarao .  apnar number er jonno special offer jante dial korun *121#,0.0
198,Number tir verification er jonno nicher information niye amader sathe jogajog korun ,0.0
199, exap. 1 month 100 tk. er besi charge hobe na Ei rokhom kisu ase ,0.0
200, ??????? ????? ??????? .  Dukkhito .  bortomane amader ei rokom kono regular offer nei. Tobe apni jodi   GP Offer   theke emon kono SMS peye thaken .  tahole kindly SMS ti follow korar jonno onurodh korchhi. Apnar SIM er jonno deya nirdishto offer somporke jante doya kore dial korun *121#. ,0.0
201, Bortoman a bondho sim ar jnno data ki offer colcha aktu janaban... ,0.0
202, @ ?Habib Ahs?? .  Dukkhito .  bortomane amader ei rokom kono regular offer nei. Tobe apni jodi   GP Offer   theke emon kono SMS peye thaken .  tahole kindly SMS ti follow korar jonno onurodh korchhi. Apnar SIM er jonno deya nirdishto offer somporke jante doya kore dial korun *121#. ,0.0
203, 1 din a ki 5 bar neya jabe? ,0.0
204, ager veesion diye hobe sure? ,0.0
205, Gpay wallet thake ar ak gpay wallet a ki sent mani korar kono sistem nai ,0.0
206, @Joy .  Muloto 2 ti bishoyer upor vitti kore apni Star grahok hote paren. Bishoy gulo holo ,0.0
207,Echara .  amader Star Customer kivabe hote hoy ta bistarito janar jonno ei link ti httpwww.grameenphone.comstar programhow be star visit korar onurodh korchi. ,0.0
208, Sim er boyosh koto years hole ami star hote parbo? ,0.0
209, Ki r korbire vai.ovijog kore ki kono lav hobe? ,0.0
210, @Jahid Hasan . 121 e call kore customar care representative er sathe sorasori kotha bolte paren. ,0.0
211, @Dear . Amader besh kichu talktime offer ache apni *121# dial kore or website theke pack gulo nite paren. ,0.0
212, @Kazi .  Amader ei game box service ti bondho korar jonno onugroho kore nicher link ti visit korun httpappsclub.grameenphone.comstore . Ei link e gie account e click korle apni apnar ei service ti bondho kore nite parben. ,0.0
213, @Shahad .  Apni offer ti app ti update korar 48 hours er vetor peye jaben. ,0.0
214,ay ekta sms keno dibe *121# follow korle....??,0.0
215, @Jovan Evan .  Eti amader regular kono offer noy. Apni message peye thakle offer ti nite parben. ,0.0
216, @Dear Customer .  Amader ei offer ti bortomane nei. ,0.0
217, @Dear customer .  apni resend sms option er maddhome punoray apnar code ti niye tarpor wowbox e login korte parben. ,0.0
218, @?????? ????? .  dukkhito .  Gp sim replace korle apnar sim e save kora number gulo ar thakbe na. ,0.0
219, r amr new sim 54 tk recharge korle 1 gb diba? ,0.0
220,i	FnF Numberjekono 1 ti,0.0
221, delivery order er koto din por deya hoy? ,0.0
222, vai apnader ki cash on delivery . jodi hoi kon curiar sarvice a deliveey koren. ,0.0
223, khoksate ba kushtiate pathano jabe ,0.0
224, vai e offer ki ekhono ace ,0.0
225, vai amar akta dokan ase amader ki dewa jabe ,0.0
226, Red colours hobe ami ekta nibo kintu message replai dissen na keno ,0.0
227, vai ami akta nibo....Farid pur ,0.0
228, Dhakar bahire kivhabe nibo...ar taka ki aage dite hobe na kapor payar por taka dite hobe ,0.0
229, Dhaka vitor kivaby pabo r size ki sob ek na nijer size nity parbo....ans me..... ,0.0
230, ladies bag ase er ceye r o sundor?? ,0.0
231, Ki kore apnader sathe jog dite parbo ? ,0.0
232, kom tk te beshe mb er offer kih ase akhno...thklen janaben.. ,0.0
233, Apnara sb new sim e offer den..but puran sim er ora ki doosh krce?? ,0.0
234, Banglalink a ki fb free?? ,0.0
235, Amar sim a ami 6 taka load diye 1gb kre nei 3 bar nisi kintu aj abar load disi load asce na ki jonno plz aktu boleb ,0.0
236, Via apnader network ato kharap internet use kora jai na amra ki 3G para pari na ,2.0
237, banglalink new sim a 6 tk recharg korle je offer ta pabo . sate check korbo kevabey?? ,0.0
238, winner list ta pabo kobe?? ,0.0
239, banglalink a ki kono bondho sim offer acha? ,0.0
240, accha vai open sim ar ki kono offer ace???janaben plz.... ,0.0
241, banglalink e minimum koto min kena jai koto tk diye??kivabe? ,0.0
242, 49 tk recharge korle ki main account a jog hobe ,0.0
243, Bl bondho sim ar offer ashe ki??? ,0.0
244, Malikana ki change kora jabe ,0.0
245, kustiay gift ase ki na.okan theke gift dey ki na plz ans me ,0.0
246, 13 minit dhore call deoar poreo kono kotha bollo na... eta ki service?? ,0.0
247, Bl sim ar 2tk te 8m tar code ta koto vaiya ,0.0
248, vi amer sim ta reg kora hoy ni ami ki question ar ans dite parbo ,0.0
249, answer kore lab ki vai banglalink ,0.0
250, 6 taka load asce na amar sim a tahole ki vabe 1 gb pabo plz aktu bolen ,0.0
251, ei offer ta jodi nei tahole ki 49tk main balance e thakbe? naki kete niben??  ,0.0
252, apnader sim ki amader chalanus moto babosta deben na......amra network er jonno kono kaj korta pari na kno......? ato net problem er karon ki jante pari ,2.0
253, acca apnader night internet pack ase ki thakle bolon .  .  . r na thakle kom takai beshi pawa gale code bolon plz plz ,0.0
254, Amar sim bondho silo onekdin.sim ti te offer chilo 29 tk recharge a 5gb but akhono paini. ,0.0
255, assa kustia te ki win win ar gift jay na.ba okan theke ki neoa jabe na win win ar gift ta .plz ans..me ,0.0
256, 6tk e 1 gb new sim e.. ota koto bar niyesi seita dekhbo kivabe? ,0.0
257, Amar sim ta ke prepaid ,0.0
258, Amar phn a kotha bollha onok taka kata?? ,0.0
259, apnader offer akhon onek baje...airtel ar call rate onek valo. ,2.0
260, Hi Rana .  Apni *999*1*146# dial kore Desh ek rate darun pack active korte parben. ,0.0
261, Hi Alamgir . Sorkari nirdeshona onujayi apnar SIM ti jodi Biometric system e re verify na kora thake sekhetre SIM ti ar replace korte parbenna.,0.0
262, Hi Hridoy . Apni ki bondho sim er offer er kotha bolsen ?Kindly clear kore amader shathe share korun tahole right information die shohojogita korte parbo ,0.0
263, admin a ta ki sher Icon? ,0.0
264, + k  Na kore uttor ber kora jayna mem...?? ,0.0
265, 6 theke 1 kathi tullen bujlam .  terpor 6 hoilo 5. accha thik ache terpor uttor darailo koto...?? nischoi 9.... prosno hoilo amader ekta kathi sorate bola hoyeche... apnar uttor ta amr mathay dukchena. jodi ektu help korten plz... ,0.0
266, shob ta e thik ans...coz = 4 hocche ans..r comments na kore to ar ans deoa jabena ..seta holo banglalink mela r lav... ,0.0
267, Hi Opu .  Apnar query ti amader kache clear na. Kindly clear kore amader shathe share korun tahole right information die shohojogita korte parbo. ,0.0
268, vai bl er network quality sara sob e valo.ata bl e jara job kore tarao jane ,2.0
269, Both are not sudhu uporer ans tai right bcz 0 sathe plus kokhono gonona kora jay na ,0.0
270, vai banglalink ato na vebe jodi right answer hoy tahole apu k tar inbox e janiye den,0.0
271, 6 theke ekti kthi soriye last 4 er upor dile 5+4=9 hobe ,0.0
272,....R 4 er opor dile 9 hbe....ans 9 ,0.0
273, 6 ar majkan theke akta khati nia 6ar faka jaigai lagale ota zero hye jabe then 0+4=4 ,0.0
274, Ai khane sob gola to akta mecher ii khati... So .  this is simple. ,0.0
275, ami jodi banglalink a 49 ta recharge kori? oi 49 taka ki amar balance a thakbe? ,0.0
276, Plus ar akta kathi uthia 6 k 8 banale tar theke 4 minas korte hobe....8 4 =4 ,0.0
277, 6 theke akta kathi niye last er 4 e set korbo. tahole all thik hoye jaba ,0.0
278, ???????jodi 6 er majher kathi ti dan dhike trun korle e to hoy???? 0+4=4 ,0.0
279, 6 theke ekta kathi soriye sei ta diye 6 ke 0 banale ,0.0
280, 5+4=9 prothom sonkhar nicher bam theke kathi niye seser sonkhar opore dile e hoye jabe sothik ans...ok ,0.0
281, + er theke 1 kathi shorea 6 re upor dile 8 hobe . r + t _ hobe so 8 4=4 ,0.0
282, Ami new ekta banglalink sim kinesi but problem holo ami banglalink sim amar android phone e connect korle no netwark registetion dekhasse ami ota thik korbo kivabe? ,0.0
283, 6 er middle katiti uthiye Dan sider upor theke nich line e jete faka jaigai bosalei 0+4=4 ,0.0
284, 6 theke ekta kathi sorai a dan r 4 r upor nile 9 hoi and 6 ta 5 hoi 5+5=9 ,0.0
285, ami bondho sim 29 takar 4 gb Internet r dui gb use korci...7 din ses howar ppreo ekhono baki 2 gb paina kan?? ,0.0
286, + theke Akta kati sorea 6 k 8 kore biog korte hobe ..8 4=4,0.0
287, bondo sime kono offer ase kina .  thakle onno operator hote kivabe janbo? ,0.0
288, 6 er lower left kati ta soriye answer 4 er upor dite hobe tahole 5+4=9 hobe ,0.0
289, + theke akta kathi soriye  krte hbe r sei akta kathi 6 er jaygay bosbe jmn 8 4=4 ,0.0
290, Plus theke ekti kathi uthia 6 e bosia dile 8 hoi r 8 4=4 hoi ,0.0
291, banglalink itel mobile ti kinte ki korte hobe.cost soho details janaben ,0.0
292, 6 ar majer akta stick shoja korle 0 hobe then 0+4=4 ,0.0
293, 6 er majhkhan theke akta kathi sorea lomba kore din  .  0+4=4 ,0.0
294, 6theke1kathi laste 4 er sathe lagia dile hobe. ,0.0
295,6 Theke 1 ta kathi soria 4 er upor dile 9 hobe. ,0.0
296, Vai ei offer ta ki ekno ache janaben please. ,0.0
297, 6 er majhe theke kathi ti soria 0 kore dite hobe .  tahole 0+4=4 hobe ,0.0
298, 6 theke aktha kathi nie 4 er upor dile hoie kabe ex 5+4=9 ,0.0
299, Amar mobile a call rate onak base Kate kom korar jonno ke kora jai ,0.0
300, plus er jaiga theke akta kathi soria 6 er jaigai bosale tokhon 8 4=4 hoi ,0.0
301, 6 er majhkhaner kathita level koira 0 korle e hoibo,0.0
302, 8 4=4 . 6er sathe + er akta kathi chole jabe 6 hobe 8 r + hobe  . ,0.0
303, 6 ar maj kaner kati ta ute pase dile 0 hbe... ,0.0
304, 49 tk recharge korsi.akhon amar obosthan ta koto tomo? ,0.0
305, + theke kathi nia 6 er khali jayga puron korle 8 hobe .8 4=4 ,0.0
306, 6 er akta kathi soriye = er porer 4 er mathay rakhle e 5+4=9 ,0.0
307, 6 er kathi upore dike dile 0 hoye jabe..then 0+4= 4 ,0.0
308, + theke ekta kathi soire 6 e jabe tahole 8 hobe.ekhon,0.0
309, 6 theke middle er kathi dan pasher upore diye dile 0+4=4 ,0.0
310, kon package e koto taka minute janaben plz ,0.0
311, 6+4=4 . 6 thaka 1 ta soria =4 Ar opor dila 9 hoba.5+4=9 ,0.0
312, 6 ke 0 banalei to hoye gelo.... ,0.0
313, +ar upor theke akta kathi uthaia nelei hoyy ,0.0
314, 5+7=4... vai ami ato tukui bujte parci ,0.0
315, 6thake akta kati soja kore dile hobe 0 tha hole hobe 0+4=4 ,0.0
316, 6 er middle mach ta soria right a rakhlei hbe 0+4=4 ,0.0
317, + theke 1 ta kati utiye 6 dile 8 hobe then 8 4 =4 ,0.0
318, 99 taka recharge a 1500 mb offer ta ki ache? ,0.0
319, akti kathi soriye 6 er khali jaygay dile 8 hobe 8 4=4 ,0.0
320,6er stick ta equal er sider 4er upor rakhte hobe ,0.0
321, + taka akta soria 6 k 8banala e holo 8 4=4 ,0.0
322, 6 hote akta kati sorea 4 er upor dite hobe 5+4=9 hobe ,0.0
323, 6 ke 0 banao hoye gabe ,0.0
324, 6 k 0 baniye tar pore 0+44 ,0.0
